Unnamed: 0,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE
22579,Dealer,Under Construction,Approved,2,BHK,970.2009702,Not Ready,Resale,"Mamurdi,Pune",18.673472,73.714564,42.0
22580,Dealer,Completed,Not Approved,2,BHK,1100.046318,Ready,Resale,"Aundh,Pune",18.556218,73.81130300000001,95.0
22581,Dealer,Completed,Not Approved,2,BHK,974.9303621,Ready,Resale,"Zingabai Takli,Nagpur",21.033401,79.491924,28.0
22582,Owner,Completed,Not Approved,2,BHK,975.5501222,Ready,Resale,"Rajarhat,Kolkata",22.54111,88.33778000000001,39.9
22583,Dealer,Completed,Not Approved,2,BHK,800.0,Ready,Resale,"Raiya Road,Rajkot",22.29691,70.79836,35.0
22584,Dealer,Under Construction,Not Approved,2,BHK,844.6951888,Not Ready,Resale,"Wakad,Pune",18.5993,73.7625,53.9
22585,Owner,Completed,Approved,4,BHK,2123.252201,Ready,Resale,"Katara Hills,Bhopal",23.185756,77.498465,41.0
22586,Dealer,Completed,Not Approved,3,BHK,1318.637275,Ready,Resale,"Kharar-Landran Road,Mohali",30.74,76.65,32.9
22587,Dealer,Under Construction,Approved,2,BHK,1017.857143,Not Ready,Resale,"Jahangirabad,Surat",21.17,72.83,28.5
22588,Dealer,Completed,Approved,2,BHK,1202.039825,Ready,Resale,"Lullanagar,Pune",18.52361,73.84778,99.0
22589,Dealer,Under Construction,Approved,3,BHK,1356.085433,Not Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,120.0
22590,Dealer,Completed,Not Approved,3,BHK,1804.6922,Ready,Resale,"Mylapore,Chennai",13.037561,80.269456,270.0
22591,Dealer,Completed,Not Approved,1,BHK,685.0357741,Ready,Resale,"Sector-10 New Panvel,Lalitpur",30.688668,76.847349,45.0
22592,Owner,Completed,Not Approved,1,BHK,640.1137980000001,Ready,Resale,"Vasant Vatika, Ranjit Sagar Road,Jamnagar",22.458777,70.05544300000001,13.5
22593,Dealer,Under Construction,Approved,1,BHK,444.2132223,Not Ready,New,"Ghodbunder Road,Maharashtra",18.96,72.82,55.5
22594,Dealer,Under Construction,Not Approved,3,BHK,2000.0,Not Ready,Resale,"Suchitra,Secunderabad",17.45,78.5,70.0
22595,Owner,Completed,Not Approved,2,BHK,809.9352052,Ready,Resale,"shingnapur,Kolhapur",16.708038000000002,74.182597,30.0
22596,Dealer,Completed,Not Approved,3,BHK,1829.826167,Ready,Resale,"Dona Paula,Goa",15.45056,73.80333,140.0
22597,Dealer,Under Construction,Approved,3,BHK,1504.651163,Not Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,64.7
22598,Dealer,Under Construction,Not Approved,3,BHK,2000.0,Not Ready,Resale,"Annapurna Main Road,Indore",26.90595,83.97721899999999,72.0
22599,Dealer,Completed,Approved,2,BHK,1286.173633,Ready,Resale,"Thoraipakkam,Chennai",12.946431,80.23938299999999,84.0
22600,Owner,Completed,Not Approved,2,BHK,899.8342411,Ready,Resale,"Narendrapur,Kolkata",22.43917,88.39583,38.0
22601,Dealer,Completed,Not Approved,3,BHK,1023.67688,Ready,Resale,"Vinayagapuram,Chennai",13.09,80.27,44.1
22602,Dealer,Completed,Not Approved,3,BHK,1905.165114,Ready,Resale,"Sector 19 Kharghar,Mumbai",19.048979,73.078232,180.0
22603,Owner,Completed,Not Approved,1,BHK,549.9541705,Ready,Resale,"Sector-12 Pratap Vihar,Ghaziabad",28.6496,77.402621,18.0
22604,Dealer,Completed,Not Approved,3,BHK,1485.282204,Ready,Resale,"Shankar Kalat Nagar,Pune",19.957301,73.839897,110.0
22605,Dealer,Under Construction,Approved,4,BHK,3450.557103,Not Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,99.1
22606,Owner,Completed,Not Approved,2,BHK,904.9773756,Ready,Resale,"Mallasandra,Bangalore",12.859291,77.541551,50.0
22607,Builder,Completed,Approved,2,BHK,505.7010135,Ready,New,"Wagholi,Pune",18.5823,73.983,47.9
22608,Dealer,Completed,Not Approved,3,BHK,2925.292529,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,130.0
22609,Dealer,Completed,Approved,3,BHK,1521.179499,Ready,Resale,"Konanakunte,Bangalore",12.8855,77.5638,130.0
22610,Dealer,Under Construction,Approved,3,BHK,763.0311412000001,Not Ready,New,"Laxmi Nagar,Maharashtra",20.07911,73.911636,160.0
22611,Owner,Completed,Not Approved,3,BHK,1660.210293,Ready,Resale,"Jakkur,Bangalore",12.928575,77.58572099999999,90.0
22612,Dealer,Completed,Not Approved,2,BHK,1020.122262,Ready,Resale,"Sector 23 Ulwe,Lalitpur",28.509982,77.05185,80.1
22613,Dealer,Completed,Approved,2,BHK,1190.0,Ready,Resale,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,59.5
22614,Dealer,Under Construction,Approved,3,BHK,1844.090528,Not Ready,Resale,"Mysore Road,Bangalore",12.96991,77.59796,110.0
22615,Owner,Completed,Not Approved,3,BHK,1449.275362,Ready,Resale,"Kalwar Road,Jaipur",26.9883,75.5846,26.0
22616,Dealer,Completed,Approved,3,BHK,1601.514159,Ready,Resale,"Bhandup (West),Mumbai",19.147866,72.932609,220.0
22617,Dealer,Under Construction,Not Approved,3,BHK,961.9406106,Not Ready,Resale,"Barasat,Kolkata",22.747639000000003,88.600902,23.0
22618,Dealer,Under Construction,Not Approved,1,BHK,868.0555555999999,Not Ready,Resale,"Nipania,Indore",22.760061,75.928572,32.5
22619,Dealer,Completed,Not Approved,2,BHK,1100.066269,Ready,Resale,"Ulwe,Lalitpur",24.69028,78.41889,83.0
22620,Dealer,Completed,Approved,2,,1008.96861,Ready,Resale,"Mulund (West),Lalitpur",19.1759,72.9522,180.0
22621,Dealer,Under Construction,Not Approved,3,BHK,1051.428571,Not Ready,New,"Bamunara,Durgapur",23.414972,87.857086,18.4
22622,Dealer,Completed,Not Approved,2,BHK,1337.862556,Ready,Resale,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,51.2
22623,Dealer,Completed,Not Approved,2,BHK,1050.006563,Ready,Resale,"Sector-35G Kharghar,Maharashtra",18.96,72.82,80.0
22624,Owner,Completed,Approved,2,BHK,1022.146508,Ready,Resale,"Dighori,Nagpur",21.118085,79.23925899999999,36.0
22625,Owner,Completed,Not Approved,2,BHK,1055.099648,Ready,Resale,"Wakad,Pune",18.5993,73.7625,90.0
22626,Dealer,Completed,Approved,3,BHK,1160.0316369999998,Ready,Resale,"Thakur Village,Lalitpur",12.91668,77.59196,220.0
22627,Dealer,Completed,Approved,2,BHK,849.0766292000002,Ready,Resale,"Undri,Pune",18.452663,73.93104,40.0
22628,Owner,Completed,Not Approved,3,BHK,1302.559415,Ready,Resale,"Vasco,Goa",22.82281,73.303212,57.0
22629,Dealer,Completed,Not Approved,2,BHK,870.0481302999999,Ready,Resale,"Bishnupur,Kolkata",22.710469,88.793352,23.5
22630,Dealer,Completed,Not Approved,3,BHK,1350.364964,Ready,Resale,"Mansarovar,Jaipur",26.8626,75.7633,37.0
22631,Dealer,Completed,Approved,3,BHK,1980.067322,Ready,Resale,"Wadala,Lalitpur",24.69028,78.41889,300.0
22632,Dealer,Completed,Not Approved,2,BHK,997.1014493,Ready,Resale,"Umergam,Vapi",20.366670000000003,72.9,17.2
22633,Dealer,Completed,Approved,2,BHK,1249.917769,Ready,Resale,"Marol,Maharashtra",19.111438,72.878724,190.0
22634,Dealer,Completed,Not Approved,2,BHK,1342.175904,Ready,Resale,"Electronics City Phase 1,Bangalore",12.840956,77.659441,85.0
22635,Dealer,Completed,Not Approved,3,BHK,1650.077181,Ready,Resale,"Chembur (East),Lalitpur",19.05871,72.89969,310.0
22636,Dealer,Completed,Not Approved,2,BHK,1317.027281,Ready,Resale,"Sector-77 Noida,Noida",28.568096,77.390253,70.0
22637,Owner,Completed,Not Approved,2,BHK,1197.809719,Ready,Resale,"Bhayli,Vadodara",22.288976,73.128222,35.0
22638,Owner,Completed,Not Approved,2,BHK,1146.072098,Ready,Resale,"Mohamadwadi,Pune",18.52361,73.84778,55.0
22639,Dealer,Completed,Not Approved,1,BHK,525.030525,Ready,Resale,"Lokhandwala Kandivali East,Mumbai",19.1955,72.8728,86.0
22640,Dealer,Completed,Approved,3,,1640.240569,Ready,Resale,"Sector-45 Noida,Noida",28.553374,77.355611,90.0
22641,Dealer,Under Construction,Approved,1,BHK,743.8231469,Not Ready,Resale,"Badlapur (East),Lalitpur",24.69028,78.41889,28.6
22642,Dealer,Under Construction,Approved,2,BHK,1250.0,Not Ready,Resale,,30.662283,76.822397,55.0
22643,Owner,Completed,Not Approved,2,BHK,630.1197227000001,Ready,Resale,"Darbargadh,Morbi",22.431265,70.608135,20.0
22644,Dealer,Completed,Not Approved,2,BHK,1480.0818769999998,Ready,Resale,"Sector-86 Gurgaon,Gurgaon",28.397468,76.945489,94.0
22645,Dealer,Completed,Not Approved,2,BHK,1098.538425,Ready,New,"Pallavaram,Chennai",12.968,80.1502,69.9
22646,Owner,Completed,Not Approved,2,BHK,650.0541712,Ready,Resale,"Yanamalakuduru,Vijayawada",16.485583,80.66242199999999,30.0
22647,Dealer,Completed,Approved,4,BHK,2535.101404,Ready,Resale,"Sector-93 A Noida,Noida",21.0,77.0,130.0
22648,Dealer,Under Construction,Approved,3,BHK,84210.52632,Not Ready,New,"Kharadi,Lalitpur",18.5438,73.9438,9200.0
22649,Dealer,Completed,Not Approved,1,BHK,604.0361865,Ready,Resale,"Baner,Pune",18.558319,73.77588,43.4
22650,Owner,Completed,Not Approved,3,BHK,1300.052002,Ready,Resale,"Jp Nagar 1 St Phase Shakambari Nagara,Bangalore",12.912064,77.579325,100.0
22651,Dealer,Completed,Approved,3,BHK,1240.226476,Ready,Resale,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,46.0
22652,Owner,Completed,Not Approved,2,BHK,1155.234657,Ready,Resale,"Medical College Pilibhit Bypass Road,Bareilly",28.63333,79.76666999999999,32.0
22653,Dealer,Completed,Not Approved,1,BHK,650.0426257,Ready,Resale,"Sector 11 Kharghar,Mumbai",19.037971,73.070481,61.0
22654,Owner,Completed,Not Approved,3,BHK,1800.288046,Ready,Resale,"Trimulgherry,Secunderabad",17.47111,78.50944,75.0
22655,Owner,Completed,Not Approved,3,BHK,1350.256549,Ready,Resale,"Uttarahalli,Bangalore",12.90579,77.54264,50.0
22656,Owner,Completed,Not Approved,1,BHK,750.1875468999999,Ready,Resale,"Vemali,Vadodara",22.35962,73.187321,20.0
22657,Dealer,Completed,Not Approved,4,BHK,2800.0,Ready,Resale,"Gotri Road,Vadodara",22.312358,73.145436,75.6
22658,Dealer,Under Construction,Approved,1,BHK,676.3636364,Not Ready,Resale,"Thanisandra,Bangalore",13.055985,77.622157,37.2
22659,Dealer,Completed,Not Approved,3,BHK,1434.13235,Ready,Resale,"Sector-35G Kharghar,Lalitpur",24.69028,78.41889,140.0
22660,Dealer,Under Construction,Approved,2,BHK,627.0499711,Not Ready,New,"Thanisandra,Bangalore",13.055985,77.622157,65.0
22661,Dealer,Completed,Not Approved,1,BHK,790.0487477,Ready,Resale,"Chikan Ghar,Lalitpur",24.69028,78.41889,47.0
22662,Dealer,Under Construction,Approved,2,BHK,941.2167365,Not Ready,Resale,"Majiwada,Maharashtra",19.218498,72.992114,110.0
22663,Dealer,Completed,Not Approved,1,BHK,529.6394378,Ready,Resale,"Wadala East,Maharashtra",19.014858,72.8662,130.0
22664,Dealer,Under Construction,Approved,2,BHK,735.1837959,Not Ready,New,"Sohna,Gurgaon",28.25,77.07,29.4
22665,Owner,Completed,Not Approved,3,BHK,1350.08438,Ready,Resale,"Vytilla,Kochi",9.966018,76.318152,72.0
22666,Dealer,Completed,Approved,1,BHK,644.9803702,Ready,Resale,"Punawale,Pune",18.637802,73.745912,34.5
22667,Dealer,Completed,Approved,3,BHK,2069.8892,Ready,Resale,"Sector-107 Noida,Noida",28.546788,77.37849399999999,170.0
22668,Owner,Completed,Not Approved,1,BHK,339.8058252,Ready,Resale,"Mithila,Bankura",23.244599,87.08368,4.9
22669,Dealer,Under Construction,Not Approved,2,BHK,884.1036414999999,Not Ready,Resale,"Tathawade,Pune",18.6182,73.7447,50.5
22670,Builder,Completed,Approved,3,BHK,1307.317073,Ready,New,"Katara Hills,Bhopal",23.185756,77.498465,26.8
22671,Owner,Completed,Not Approved,2,BHK,500.0,Ready,Resale,"Vedapatti,Coimbatore",10.995621,76.88441999999999,20.0
22672,Dealer,Under Construction,Approved,2,BHK,845.0406676000001,Not Ready,Resale,"Kandivali (East),Lalitpur",19.1955,72.8728,160.0
22673,Dealer,Under Construction,Approved,3,BHK,980.4339486,Not Ready,Resale,"Kandivali (East),Lalitpur",19.1955,72.8728,230.0
22674,Owner,Completed,Not Approved,3,BHK,1594.202899,Ready,Resale,"BTM Layout,Bangalore",12.96991,77.59796,110.0
22675,Dealer,Completed,Not Approved,2,BHK,960.9884453,Ready,Resale,"Magarpatta,Pune",18.510861,73.926175,84.0
22676,Dealer,Under Construction,Approved,3,BHK,1733.860994,Not Ready,Resale,"Mastemau,Lucknow",26.80382,81.028655,70.1
22677,Dealer,Completed,Not Approved,3,BHK,1200.0,Ready,Resale,"Jagdeo Path,Patna",25.61,85.14139,48.0
22678,Dealer,Completed,Not Approved,3,BHK,2920.317063,Ready,Resale,"Defence Colony,Bangalore",28.5734,77.2307,490.0
22679,Dealer,Under Construction,Not Approved,2,BHK,11744.96644,Not Ready,Resale,"Vepagunta,Visakhapatnam",17.779870000000003,83.21393,35.0
22680,Owner,Completed,Not Approved,3,BHK,1305.948,Ready,Resale,"Taratala,Kolkata",22.388876,88.13528000000001,110.0
22681,Dealer,Completed,Not Approved,2,BHK,749.9318244,Ready,Resale,"New Sanghvi,Pune",18.57942,73.815235,55.0
22682,Dealer,Under Construction,Not Approved,4,BHK,4450.11996,Not Ready,Resale,"M.G Road,Bangalore",12.973564,77.619936,1150.0
22683,Owner,Completed,Not Approved,2,BHK,1222.120379,Ready,Resale,"Ashirvad Colony,Bangalore",12.96991,77.59796,80.0
22684,Dealer,Completed,Not Approved,3,BHK,951.1170095,Ready,Resale,"Action Area III,Kolkata",22.54111,88.33778000000001,43.0
22685,Dealer,Completed,Not Approved,2,BHK,1300.156331,Ready,Resale,,28.40473,77.367514,49.9
22686,Dealer,Completed,Approved,5,BHK,5705.655311,Ready,New,"Sector-102 Gurgaon,Gurgaon",28.479440000000004,76.971432,340.0
22687,Dealer,Completed,Approved,3,,174909.0909,Ready,New,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,9620.0
22688,Dealer,Under Construction,Not Approved,1,BHK,635.039223,Not Ready,Resale,"Ulwe,Lalitpur",24.69028,78.41889,34.0
22689,Owner,Completed,Not Approved,2,BHK,1062.281723,Ready,Resale,"Kereguddadahalli,Bangalore",13.079235,77.517166,36.5
22690,Builder,Under Construction,Not Approved,2,BHK,718.4210526,Not Ready,New,"Salt Lake,Kolkata",22.54111,88.33778000000001,27.3
22691,Owner,Completed,Not Approved,3,BHK,1420.959147,Ready,Resale,"T C PALYA MAIN ROAD,Bangalore",28.776296,77.504595,120.0
22692,Owner,Completed,Not Approved,2,BHK,1100.244499,Ready,Resale,"Mallappa Layout,Bangalore",12.96991,77.59796,45.0
22693,Dealer,Completed,Not Approved,3,BHK,1610.070258,Ready,Resale,"Meera Nagar,Pune",26.688666,81.375917,220.0
22694,Dealer,Completed,Not Approved,2,BHK,1046.167842,Ready,Resale,"Action area 1A,Kolkata",22.582439,88.451577,46.0
22695,Owner,Completed,Approved,2,BHK,930.2325581,Ready,Resale,,22.312358,73.145436,32.0
22696,Owner,Completed,Approved,3,BHK,1601.195559,Ready,Resale,"Chokkanahalli,Bangalore",13.083275,77.628516,75.0
22697,Dealer,Completed,Not Approved,2,BHK,750.0,Ready,Resale,"Sector-79 Mohali,Mohali",30.678174,76.712936,45.0
22698,Dealer,Completed,Approved,2,BHK,936.2279512,Ready,Resale,"Lohegaon,Pune",18.595456,73.946088,41.4
22699,Dealer,Completed,Not Approved,2,BHK,1275.0223130000002,Ready,Resale,"Lower Parel,Lalitpur",18.996305,72.827789,500.0
22700,Dealer,Completed,Not Approved,1,BHK,700.0,Ready,Resale,"Bhandup (West),Lalitpur",19.147866,72.932609,98.0
22701,Dealer,Under Construction,Approved,3,BHK,842.4226301000001,Not Ready,New,"Mulund (West),Lalitpur",19.1759,72.9522,190.0
22702,Owner,Completed,Approved,2,BHK,1099.29078,Ready,Resale,"Vadsar,Vadodara",22.3,73.2,15.5
22703,Owner,Completed,Approved,3,BHK,1562.2128289999998,Ready,Resale,"Hosa Road,Bangalore",12.863589,77.656426,85.0
22704,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Gubbalala,Bangalore",12.96991,77.59796,44.5
22705,Dealer,Under Construction,Not Approved,3,BHK,1163.027953,Not Ready,Resale,"VIP Road,Guwahati",22.616946,88.431928,57.0
22706,Owner,Completed,Not Approved,3,BHK,1400.180668,Ready,Resale,"Samardha,Bhopal",23.33225,77.58272,31.0
22707,Owner,Completed,Not Approved,2,BHK,1255.01133,Ready,Resale,"Sector-4 Vaishali,Ghaziabad",28.644695,77.33895600000001,72.0
22708,Owner,Completed,Not Approved,1,BHK,725.0880463999999,Ready,Resale,"Lohegaon,Pune",18.595456,73.946088,35.0
22709,Dealer,Under Construction,Not Approved,3,BHK,1097.959184,Not Ready,Resale,"Fuljhore,Durgapur",23.55,87.32,26.9
22710,Dealer,Completed,Not Approved,1,BHK,734.9762214,Ready,Resale,"Sector 35I Kharghar,Maharashtra",18.96,72.82,68.0
22711,Dealer,Under Construction,Approved,1,BHK,8072.009292,Not Ready,Resale,"Ghodbunder Road,Lalitpur",24.69028,78.41889,69.5
22712,Owner,Completed,Not Approved,1,BHK,749.6592458,Ready,Resale,"Amroli,Surat",21.23994,72.85651999999999,16.5
22713,Dealer,Completed,Not Approved,2,BHK,780.2340702,Ready,Resale,"Suman Sankul Apartment,Maharashtra",18.96,72.82,18.0
22714,Dealer,Completed,Not Approved,2,BHK,1146.114244,Ready,Resale,"Yemlur,Bangalore",12.96991,77.59796,93.5
22715,Dealer,Completed,Not Approved,1,,350.0072918,Ready,Resale,"Adharwadi,Lalitpur",24.69028,78.41889,24.0
22716,Dealer,Completed,Not Approved,4,BHK,2550.239723,Ready,Resale,"Kalyani Nagar,Pune",18.5481,73.8995,250.0
22717,Dealer,Completed,Approved,2,BHK,824.0197007,Ready,Resale,"Ghodbunder Road,Lalitpur",24.69028,78.41889,87.0
22718,Owner,Completed,Not Approved,2,BHK,935.1432881,Ready,Resale,"Waluj,Aurangabad",19.788469,75.23066700000001,31.0
22719,Dealer,Under Construction,Not Approved,2,BHK,823.3333332999999,Not Ready,Resale,"Joka,Kolkata",22.452032,88.298947,24.7
22720,Dealer,Completed,Approved,1,BHK,750.0,Ready,Resale,"Mira Road East,Mumbai",19.2836,72.8675,60.0
22721,Owner,Completed,Not Approved,2,BHK,1110.026836,Ready,Resale,"Mahamayatala,Kolkata",22.54111,88.33778000000001,45.5
22722,Builder,Under Construction,Approved,1,RK,366.5776195,Not Ready,New,"Khanda Colony,Lalitpur",24.69028,78.41889,49.4
22723,Owner,Completed,Approved,2,BHK,1098.059244,Ready,Resale,"Valkeshwari,Jamnagar",22.473819,70.05781,43.0
22724,Owner,Completed,Not Approved,2,BHK,900.0,Ready,Resale,"Kovur,Chennai",13.011583,80.123114,63.0
22725,Dealer,Completed,Not Approved,2,BHK,1094.391245,Ready,Resale,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,24.0
22726,Owner,Completed,Approved,3,BHK,1375.305623,Ready,Resale,"Mihan,Nagpur",21.15389,79.08306,45.0
22727,Dealer,Completed,Approved,3,BHK,1981.178801,Ready,Resale,"Doddakallasandra,Bangalore",12.880993,77.557654,120.0
22728,Dealer,Completed,Not Approved,2,BHK,1157.024793,Ready,Resale,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,70.0
22729,Dealer,Under Construction,Not Approved,2,BHK,1219.688744,Not Ready,Resale,"SUM Hospital,Bhubaneswar",20.26444,85.82806,33.7
22730,Dealer,Completed,Not Approved,4,BHK,1910.079342,Ready,Resale,"Sector-20 Panchkula,Panchkula",30.6665,76.8625,130.0
22731,Owner,Completed,Not Approved,3,BHK,1297.0168609999998,Ready,Resale,"Kolathur,Kanchipuram",12.942243,79.99264699999999,60.0
22732,Dealer,Under Construction,Approved,2,BHK,993.75,Not Ready,Resale,"Mumbra,Mumbai",19.17667,73.02221999999999,47.7
22733,Dealer,Completed,Not Approved,3,BHK,1953.506544,Ready,Resale,"New Town,Kolkata",22.5922,88.484911,100.0
22734,Dealer,Completed,Approved,1,BHK,618.0175897,Ready,Resale,"Electronics City Phase 1,Bangalore",12.840956,77.659441,52.0
22735,Dealer,Completed,Approved,2,BHK,1250.0,Ready,Resale,"Gomti Nagar Extension,Lucknow",21.0,77.0,57.5
22736,Dealer,Completed,Not Approved,2,BHK,1106.074343,Ready,Resale,"Kodihalli,Bangalore",13.177301000000002,77.458221,61.0
22737,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Race Course Circle,Vadodara",22.3146,73.1643,32.0
22738,Dealer,Completed,Approved,3,BHK,2205.620776,Ready,Resale,"Piplya Kumar,Indore",22.761472,75.911242,62.0
22739,Owner,Completed,Not Approved,2,BHK,816.2031439,Ready,Resale,"Sonarpur,Kolkata",22.4426,88.4304,27.0
22740,Dealer,Completed,Not Approved,2,BHK,638.076866,Ready,Resale,"Dombivli (East),Mumbai",19.2167,73.0833,43.0
22741,Dealer,Completed,Approved,3,BHK,1724.853746,Ready,Resale,"Sector-137 Noida,Noida",28.506454,77.40956800000001,91.4
22742,Dealer,Completed,Not Approved,1,BHK,665.0496831,Ready,Resale,"Goregaon (West),Lalitpur",19.161955,72.839616,85.0
22743,Owner,Completed,Not Approved,3,BHK,1300.148588,Ready,Resale,"Shivane,Pune",18.466551000000003,73.789732,70.0
22744,Dealer,Under Construction,Not Approved,3,BHK,3187.641758,Not Ready,Resale,"Armane Nagar,Bangalore",13.02375,77.57785200000001,520.0
22745,Dealer,Completed,Approved,3,BHK,1183.548673,Ready,Resale,"Kanjur Marg (East),Mumbai",19.221571,73.042474,240.0
22746,Dealer,Completed,Not Approved,2,,1186.186186,Ready,Resale,"Pritam Nagar,Allahabad",25.459199,81.787387,47.4
22747,Dealer,Under Construction,Not Approved,1,BHK,759.6970392000001,Not Ready,Resale,"Navare Nagar,Lalitpur",19.191749,73.203641,33.1
22748,Dealer,Completed,Not Approved,3,BHK,1650.165017,Ready,Resale,,22.513667,88.401425,150.0
22749,Dealer,Completed,Approved,2,BHK,592.0913512,Ready,Resale,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,28.0
22750,Dealer,Completed,Not Approved,2,BHK,955.1098376,Ready,Resale,"Mira Bhayandar,Maharashtra",19.30405,72.813559,80.0
22751,Dealer,Completed,Approved,2,BHK,702.8332967,Ready,Resale,"Malad (West),Lalitpur",19.1849,72.8347,160.0
22752,Owner,Completed,Not Approved,3,BHK,910.2730819,Ready,Resale,"Kolar Road,Bhopal",23.163669,77.422617,28.0
22753,Dealer,Completed,Not Approved,2,BHK,700.022106,Ready,Resale,"Samata Nagar,Lalitpur",19.206252,72.962035,95.0
22754,Owner,Completed,Not Approved,3,BHK,1980.00198,Ready,Resale,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,200.0
22755,Dealer,Completed,Approved,3,BHK,1350.037801,Ready,Resale,"Goregaon (West),Mumbai",19.161955,72.839616,250.0
22756,Dealer,Under Construction,Approved,2,BHK,711.6804555,Not Ready,Resale,"Kanjur Marg (East),Mumbai",19.221571,73.042474,160.0
22757,Dealer,Under Construction,Not Approved,2,BHK,689.9563319,Not Ready,Resale,"New Barrakpur,Kolkata",22.680731,88.442807,15.8
22758,Dealer,Completed,Approved,3,BHK,1730.214675,Ready,Resale,"Sector-79 Noida,Noida",28.558047,77.392752,108.0
22759,Dealer,Under Construction,Not Approved,2,BHK,620.0140537000001,Not Ready,Resale,"Mulund (East),Lalitpur",19.1649,72.9608,150.0
